id,name,type,latitude,longitude,city,radius_minutes
83830,Ste-Thérèse,mm,46.8101267,7.1490104,Fribourg,20
83840,La Roche,m,46.6980151,7.1419287,La Roche,20
83850,Belfaux,m,46.8259234,7.1131443,Belfaux,20
83860,Granges - Paccot,m,46.8289721,7.1489877,Granges-Paccot,20
83871,Gare de Bulle,m,46.61881,7.0545635,Bulle,20
83880,Le Landeron,m,47.0563834,7.0607499,Le Landeron,20
83890,Cortaillod,m,46.9442979,6.8429599,Cortaillod,20
83920,Plaffeien,m,46.7397917,7.2910651,Plaffeien,20
83930,Les Cadolles,m,46.998427,6.924552,Neuchâtel,20
83940,Domdidier,m,46.8653776,7.0092891,Domdidier,20
83950,Charrière,m,47.112343,6.8354115,La Chaux-de-Fonds,20
83960,Neyruz,m,46.7671371,7.0655105,Neyruz,20
83970,La Tour-de-Trême Tivoli,m,46.6106241,7.0633925,La Tour-de-Trême,20
83980,Gare Fribourg,m,46.8033304,7.1500941,Fribourg,20
84210,Hôpital,mm,46.991987,6.929815,Neuchâtel,20
84220,Portes-Rouges,m,47.0040433,6.9553682,Neuchâtel,20
84230,Métropole Centre,mmm,47.1000474,6.8273056,La Chaux-de-Fonds,20
84240,Marché FR,m,46.8034025,7.1543652,Fribourg,20
84250,Morat,mm,46.9300318,7.1227072,Morat,20
84260,Peseux,mm,46.9859094,6.8895441,Peseux,20
84270,Gruyère-Centre,mmm,46.6232086,7.0574539,Bulle,20
84280,Le Locle,mm,47.0561079,6.7477529,Le Locle,20
84292,Romont,mm,46.6926707,6.9126508,Romont,20
84300,Pérolles Centre,mm,46.7997003,7.152315,Fribourg,20
84310,Les Eplatures,mm,47.0900296,6.8030468,La Chaux-de-Fonds,20
84320,Düdingen,mm,46.8469871,7.19207,Düdingen,20
84330,Châtel-St-Denis,mm,46.5237831,6.9048889,Châtel-St-Denis,20
84340,Centre la Tour,mm,46.6004826,7.0758334,La Tour-de-Trême,20
84350,Flamatt,m,46.8896931,7.3191353,Flamatt,20
84360,Agy,mm,46.8209959,7.1539379,Granges-Paccot,20
84710,Avry Centre,mmm,46.7876479,7.0781119,Avry-sur-Matran,20
84721,Marin Centre,mmm,47.0116002,7.0079209,Marin-Epagnier,20
90311,Arnegg,m,47.442257,9.2531395,Arnegg,20
90312,Schaan,m,47.1692926,9.5037209,Schaan,20
90313,Gossau - Stadtbühlpark,m,47.4119695,9.2504373,Gossau SG,20
90314,Degersheim,m,47.3724798,9.1965728,Degersheim,20
90317,Heiden,m,47.4389521,9.5361583,Heiden,20
90318,Herisau - Alpsteinstrasse,m,47.3787332,9.2788104,Herisau,20
90320,Aachtal,m,47.5482982,9.2732473,Amriswil,20
90321,St. Gallen - Lachen,m,47.4204665,9.3536906,St.Gallen,20
90323,Au SG,m,47.431293,9.6377624,Au SG,20
90324,Rorschach - Promenade,m,47.4740862,9.4950791,Rorschach,20
90325,Flums,m,47.098083,9.353505,Flums,20
90326,Rheineck,m,47.4684353,9.5886584,Rheineck,20
90327,Diepoldsau,m,47.3857976,9.6562685,Diepoldsau,20
90328,Thal,m,47.4795373,9.5771551,Thal,20
90331,Oberriet,m,47.3158345,9.5634422,Oberriet,20
90333,Davos-Dorf,m,46.8073239,9.8382834,Davos Dorf,20
90334,Chur - Ringstrasse,m,46.8577894,9.5207396,Chur,20
90335,St. Gallen - Langgasse,m,47.4352582,9.3862519,St. Gallen,20
90336,St. Gallen - Neudorf,m,47.4372078,9.4050204,St. Gallen,20
90337,Walenstadt,m,47.1219487,9.3135977,Walenstadt,20
90339,St. Gallen - Spisermarkt,m,47.4252078,9.3782359,St.Gallen,20
90341,Triesen,m,47.108894,9.525209,Triesen,20
90349,Kreuzlingen,m,47.6481842,9.1756501,Kreuzlingen,20
90351,Müllheim,m,47.6001921,9.0003577,Müllheim,20
90352,Horn,m,47.49744,9.453102,Horn,20
90361,Tägerwilen,m,47.6538552,9.1419927,Tägerwilen,20
90363,Bischofszell,m,47.4925953,9.2441346,Bischofszell,20
90364,St. Gallen - Bruggen,m,47.4100595,9.3354232,St.Gallen,20
90368,Ebnat-Kappel,m,47.2664736,9.1197808,Ebnat-Kappel,20
90373,Bütschwil,m,47.3631624,9.0730977,Bütschwil,20
90375,Goldach,m,47.474811,9.4677839,Goldach,20
90376,Münchwilen,m,47.4777001,8.9982661,Münchwilen,20
90377,Sirnach,m,47.4634678,8.9916638,Sirnach,20
90378,Kirchberg-Stelz,m,47.4388794,9.0568321,Kirchberg,20
90380,Bazenheid,m,47.4126848,9.0682158,Bazenheid,20
90381,Domat-Ems,m,46.8372082,9.4653889,Domat/Ems,20
90383,Sulgen - Passerelle,m,47.5401419,9.1829867,Sulgen,20
90384,Churwalden,m,46.7779744,9.543758,Churwalden,20
90385,Teufen,m,47.3907355,9.3908514,Teufen AR,20
90387,Weinfelden Weststrasse,m,47.56718,9.094288,Weinfelden,20
90389,Chur Masans,m,46.8717233,9.5346776,Chur,20
90390,Wittenbach,mm,47.460354,9.389376,Wittenbach,20
90391,Zuzwil,m,47.47228,9.1124966,Zuzwil,20
90392,Bronschhofen,m,47.4807063,9.0325903,Bronschhofen,20
90415,Altstätten SG,mm,47.377183,9.537698,Altstätten,20
90420,Amriswil,mm,47.54671,9.297961,Amriswil,20
90421,Arbon,mm,47.5119795,9.432242,Arbon,20
90422,Appenzell,mm,47.333888,9.405552,Appenzell,20
90424,Buchs SG,mm,47.163967,9.472575,Buchs,20
90425,Chur - Calandapark,mm,46.846195,9.513262,Chur,20
90427,Chur - Gäuggeli,mm,46.851696,9.527312,Chur,20
90428,Landquart,mm,46.9677876,9.561865,Landquart,20
90431,Flawil,mm,47.4130548,9.1863798,Flawil,20
90432,Davos Symondpark,mm,46.8015209,9.8327029,Davos Platz,20
90433,Gossau,mm,47.4175531,9.2563798,Gossau SG,20
90436,Herisau,mm,47.38613,9.284552,Herisau,20
90440,Kreuzlingen - Seepark,mm,47.6418058,9.1960063,Kreuzlingen,20
90443,Romanshorn - Hubzelg,mm,47.5646479,9.3674826,Romanshorn,20
90445,Rorschach - Trischliplatz,mm,47.4778206,9.4889596,Rorschach,20
90447,St. Gallen - Silberturm,m,47.4311418,9.3950643,St. Gallen,20
90448,St. Gallen - St. Fiden,mm,47.4358241,9.391591,St. Gallen,20
90450,Uzwil - Birkenhof,mm,47.436874,9.133884,Uzwil,20
90452,Wattwil,mm,47.2984452,9.0881625,Wattwil,20
90455,Weinfelden - Rösslifelsen,mm,47.5674427,9.1110836,Weinfelden,20
90458,Widnau - Rhydorf-Center,mm,47.4077549,9.6288579,Widnau,20
90461,Wil SG,mm,47.4628222,9.0423748,Wil,20
90466,Thusis - im Park,mm,46.6944915,9.4398532,Thusis,20
90467,Ilanz - Center Marcau,mm,46.7745715,9.2075797,Ilanz,20
90468,Samedan,mm,46.531044,9.873851,Samedan,20
90471,Mels - Pizolpark,mmm,47.04178,9.4308,Mels,20
90475,St. Margrethen - Rheinpark,mmm,47.450115,9.651184,St.Margrethen,20
90478,St. Gallen - Neumarkt,mmm,47.422127,9.370636,St.Gallen,20
90491,Abtwil - Säntispark,mm,47.41782,9.316143,Abtwil,20
93120,Winterthur - Obertor,m,47.5003636,8.7317613,Winterthur,20
93130,Schaffhausen - Buchthalen,m,47.6992534,8.6542202,Schaffhausen,20
93175,Turbenthal,m,47.4385237,8.8445994,Turbenthal,20
93300,Bauma,m,47.3681049,8.8775133,Bauma,20
93600,Frauenfeld - Multiplex,m,47.565858,8.9052823,Frauenfeld,20
93610,Winterthur - Blumenau,m,47.5068665,8.711992,Winterthur,20
93620,Diessenhofen,m,47.6859558,8.7521372,Diessenhofen,20
93650,Hinwil,mm,47.30048,8.844325,Hinwil,20
93670,Schaffhausen - Breite,m,47.7064686,8.6200072,Schaffhausen,20
93680,Winterthur - Hegi,mm,47.5042465,8.7721562,Winterthur,20
93690,Winterthur - Wülflingen,m,47.5108438,8.6937262,Winterthur,20
93700,Beringen,m,47.6963713,8.5838803,Beringen,20
93710,Thayngen,m,47.7488083,8.7067801,Thayngen,20
93720,Seuzach,m,47.5355288,8.7303174,Seuzach,20
93740,Steckborn,m,47.6639509,8.9758158,Steckborn,20
93750,Neunkirch,m,47.6903787,8.5045443,Neunkirch,20
93770,Wald ZH,m,47.2748553,8.9147079,Wald,20
93780,Aadorf,m,47.4900907,8.8994059,Aadorf,20
93790,Andelfingen,m,47.601998,8.6887258,Kleinandelfingen,20
93800,Fehraltorf,m,47.3866248,8.755505,Fehraltorf,20
93810,Winterthur - Deutweg,m,47.4947417,8.7402503,Winterthur,20
93820,Pfungen,m,47.5172846,8.6500909,Pfungen,20
93830,Matzingen,m,47.5268556,8.9221349,Matzingen,20
93840,Elgg,m,47.4983247,8.8617399,Elgg,20
93850,Hittnau,m,47.3631688,8.8254402,Hittnau,20
93860,Kollbrunn,m,47.4578401,8.7707847,Kollbrunn,20
93870,Dättnau,m,47.477406,8.699324,Dättnau,20
93900,Nürensdorf,m,47.445654,8.642428,Nürensdorf,20
93910,Wiesendangen,m,47.52307,8.773215,Wiesendangen,20
94220,Neuhausen,m,47.68262,8.613568,Neuhausen,20
94230,Rüti ZH,mm,47.2581252,8.8489703,Rüti,20
94250,Winterthur - Oberwinterthur,m,47.5112274,8.7587494,Winterthur,20
94260,Winterthur - Töss,m,47.491878,8.7064972,Winterthur,20
94270,Winterthur - Seen,mm,47.485586,8.7623465,Winterthur,20
94290,Effretikon - Effi-Märt,mm,47.428474,8.686003,Effretikon,20
94300,Stein am Rhein,m,47.6514436,8.8526236,Stein am Rhein,20
94310,Schaffhausen - Vorstadt,mm,47.69878,8.634116,Schaffhausen,20
94320,Embrach,mm,47.5101139,8.5917376,Embrach,20
94330,Frauenfeld - Passage,mm,47.558308,8.897511,Frauenfeld,20
94340,Pfäffikon ZH,mm,47.3686343,8.7812381,Pfäffikon,20
94710,Schaffhausen - Herblinger Markt,mmm,47.7203,8.664005,Schaffhausen,20
94720,Wetzikon - Züri-Oberland-Märt,mmm,47.3276616,8.7996977,Wetzikon,20
94730,Winterthur - Neuwiesen,mmm,47.499126,8.720857,Winterthur,20
94740,Winterthur - Rosenberg,mm,47.518753,8.719194,Winterthur,20
96531,Unterwetzikon,m,47.3135,8.795556,Wetzikon ZH,20
123620,Biasca,m,46.353636,8.972488,Biasca,20
123630,Crocifisso,m,46.0164918,8.9413299,Savosa,20
123640,Boffalora,m,45.8373775,9.0240412,Chiasso,20
123650,Minusio,m,46.1753162,8.8113912,Minusio,20
123660,Paradiso,m,45.991271,8.943587,Lugano,20
123690,Tesserete,m,46.066934,8.967299,Tesserete,20
123700,Faido,m,46.4780639,8.7997979,Faido,20
123710,Molino Nuovo,m,46.0183828,8.9586482,Lugano,20
123720,Radio,m,46.0097658,8.9390275,Massagno,20
123730,Solduno,m,46.1684941,8.7824201,Locarno,20
123740,Giubiasco,m,46.178211,9.0136059,Giubiasco,20
123750,Ascona,m,46.1540856,8.773702,Ascona,20
123760,Mendrisio,m,45.8703698,8.9859445,Mendrisio,20
123770,Tenero,m,46.18077,8.850552,Tenero,20
123780,Arbedo Castione,m,46.2250903,9.0440908,Castione,20
123790,Grancia,m,45.9712181,8.9263036,Grancia,20
123800,Taverne,m,46.060572,8.9315827,Taverne,20
123810,Pregassona,m,46.0236673,8.9672005,Pregassona,20
123820,Maggia,m,46.2455272,8.7058678,Maggia,20
123840,Campagna Adorna,m,45.861982,8.972938,Mendrisio,20
123850,Melano,m,45.9194213,8.9853335,Melano,20
123870,Bellinzona Nord,m,46.209694,9.039044,Bellinzona,20
123880,Caslano,m,45.9769776,8.8766875,Caslano,20
123890,Riazzino,m,46.1752568,8.8895944,Riazzino,20
124210,Bellinzona,mm,46.1937973,9.0243305,Bellinzona,20
124240,Locarno,mm,46.1656809,8.7957267,Locarno,20
124270,Centro Serfontana,mmm,45.8452376,9.0161047,Morbio Inferiore,20
124290,Cassarate,mm,46.0061779,8.9657425,Lugano,20
124300,Centro Agno,mmm,45.9982691,8.9054575,Agno,20
125010,Lugano,mmm,46.0070314,8.9517478,Lugano,20
125020,Centro S.Antonino,mmm,46.153893,8.961926,Sant'Antonino,20
127610,VOI Viganello,voi,46.011734,8.965999,Viganello,20
127620,VOI Sementina,voi,46.18221,8.992037,Sementina,20
127630,VOI Lugano-Roncaccio,voi,46.003031,8.941699,Lugano,20
133690,Sion - Le Ritz,m,46.2358562,7.3595336,Sion,20
133697,Sion - Tourbillon Center,m,46.2314201,7.3843456,Sion,20
133710,Fully,m,46.136677,7.1193852,Fully,20
133720,Savièse,m,46.2502976,7.3519659,Savièse,20
133730,St-Maurice,m,46.2147953,7.0052498,St-Maurice,20
133750,Saas Fee,m,46.1085428,7.9281535,Saas Fee,20
133760,Le Bouveret,m,46.3773421,6.8606288,Bouveret,20
133770,Naters,m,46.3252623,7.9901216,Naters,20
133920,Crans-Montana,m,46.3094446,7.4732188,Crans-Montana,20
134220,Zermatt,mm,46.0217113,7.7481512,Zermatt,20
134230,Leukerbad,m,46.379201,7.625959,Leukerbad,20
134240,Verbier,m,46.0966164,7.2232795,Verbier,20
134250,Haute-Nendaz,m,46.182229,7.2918787,Haute-Nendaz,20
134260,Steg,m,46.3147018,7.7453717,Steg,20
134480,Visp,mm,46.2929559,7.8798626,Visp,20
134500,Sierre,mm,46.292358,7.5291519,Sierre,20
134520,Collombey,mm,46.2652306,6.9566145,Collombey,20
134530,Monthey - M Central,mmm,46.2535582,6.9522265,Monthey,20
134540,Brig,mm,46.3184112,7.9893511,Brig,20
134550,Martigny - Manoir,mmm,46.1017023,7.0718577,Martigny,20
134900,Sion - Métropole,mmm,46.2286124,7.356213,Sion,20
136401,Glis - Simplon,mmm,46.3089074,7.9695103,Glis,20
136411,Conthey - Forum des Alpes,mmm,46.2235391,7.3009436,Conthey,20
136465,Fiesch,m,46.4040003,8.1355669,Fiesch,20
136475,Saxon,m,46.148724,7.1732993,Saxon,20
136480,Sembrancher,m,46.0791549,7.1446967,Sembrancher,20
136485,Martigny Avouillons,m,46.105713,7.0852003,Martigny,20
137300,VOI Raron,voi,46.308622,7.795652,Raron,20
150007,Zürich - Stadelhofen,m,47.3654727,8.5478721,Zürich,20
150008,Zürich - Wollishofen,mm,47.3445909,8.5301409,Zürich,20
150009,Zürich - Kreuzplatz,mm,47.3645091,8.5537771,Zürich,20
150010,Zürich - Wengihof,m,47.3749444,8.5230687,Zürich,20
150011,Zürich - Witikon-Zentrum,mm,47.3589998,8.5855777,Zürich,20
150014,Zürich - Schwamendingen,m,47.4038478,8.5725326,Zürich,20
150015,Zürich - Affoltern,mm,47.4202196,8.5082588,Zürich,20
150016,Zürich - Wiedikon M-Märt,mm,47.3699977,8.5085226,Zürich,20
150017,Zürich - Oerlikon Neumarkt,mm,47.410484,8.5429281,Zürich,20
150018,Zürich - Limmatplatz,mmm,47.385379,8.5310561,Zürich,20
150020,Zürich - Seebach,mm,47.4193716,8.54861,Zürich,20
150021,Oberglatt,m,47.47556,8.507587,Oberglatt ZH,20
150050,Wollerau Märt Roospark,m,47.1920378,8.7214742,Wollerau,20
150053,Schlieren - Kesslerplatz,m,47.3961553,8.4371696,Schlieren,20
150054,Dübendorf,mm,47.3982637,8.6176168,Dübendorf,20
150055,Horgen - Schinzenhof,mm,47.2601197,8.5970064,Horgen,20
150056,Glattbrugg,m,47.4340313,8.567435,Glattbrugg,20
150059,Bülach - Sonnenhof,mm,47.5209712,8.5399087,Bülach,20
150060,Regensdorf - Zentrum,mmm,47.4313251,8.4691306,Regensdorf,20
150061,Volketswil,mm,47.3884116,8.6805761,Volketswil,20
150062,Adliswil,mm,47.3112824,8.5252672,Adliswil,20
150063,Meilen,mm,47.2683937,8.6454362,Meilen,20
150064,Glarus - Zentrum Glärnisch,mm,47.0406732,9.0708899,Glarus,20
150065,Dietikon - Löwenzentrum,mm,47.4051079,8.4018695,Dietikon,20
150066,Thalwil,mm,47.294262,8.564114,Thalwil,20
150067,Kloten,mm,47.4505,8.582302,Kloten,20
150068,Einsiedeln,mm,47.1287061,8.7459076,Einsiedeln,20
150069,Stäfa,mm,47.2406714,8.7234301,Stäfa,20
150071,Rapperswil - Sonnenhof,mm,47.22935,8.820889,Rapperswil SG,20
150072,Pfäffikon - Seedammcenter,mm,47.2005836,8.7927006,Pfäffikon SZ,20
150073,Lachen,mm,47.1917747,8.8549009,Lachen,20
150074,Egg,mm,47.30247,8.691354,Egg,20
150075,Rüschlikon Parkside,m,47.3010372,8.5488346,Rüschlikon,20
150077,Zürich - Höngg,m,47.403841,8.4973707,Zürich,20
150078,Eglisau-Nord,m,47.5792535,8.5139362,Eglisau,20
150079,Affoltern a. A.,mm,47.2780275,8.453809,Affoltern am Albis,20
150080,Uitikon-Waldegg,m,47.3687168,8.4616665,Uitikon Waldegg,20
150081,Schlieren - Rietbach,mm,47.40073,8.434955,Schlieren,20
150082,Dübendorf Stettbach,m,47.3976505,8.598034,Dübendorf,20
150083,Reichenburg,m,47.1730561,8.9691015,Reichenburg,20
150115,Zürich - Rigiplatz,m,47.3862231,8.5487676,Zürich,20
150116,Zürich - Höschgasse,m,47.35856,8.554269,Zürich,20
150117,Zürich - Burgwies,m,47.3576581,8.5715375,Zürich,20
150120,Zürich - Schmiede Wiedikon,m,47.3702468,8.5204177,Zürich,20
150122,Zürich - Pünt,m,47.3751082,8.4858095,Zürich,20
150130,Dietikon - Limmatfeld,m,47.4090317,8.4051555,Dietikon,20
150131,Zürich - Stockerstrasse M-Express,m,47.368282,8.53412,Zürich,20
150132,Zürich - Puls 5 M-Express,m,47.39135,8.518202,Zürich,20
150140,Zürich - ShopVilleMärt,m,47.3772377,8.54007,Zürich,20
150147,Rümlang Hofwisencenter,m,47.4509866,8.537906,Rümlang,20
150149,Dielsdorf,mm,47.4807739,8.4644704,Dielsdorf,20
150151,Urdorf - Spitzacker,m,47.3848945,8.4223769,Urdorf,20
150153,Fällanden,m,47.3739538,8.6409527,Fällanden,20
150154,Opfikon - Glattpark,mm,47.4212446,8.5579927,Opfikon,20
150156,Greifensee,m,47.3678007,8.6796218,Greifensee,20
150157,Küsnacht ZH,m,47.3185861,8.5821107,Küsnacht ZH,20
150158,Richterswil,m,47.2063902,8.7053798,Richterswil,20
150160,Eschenbach,m,47.2408601,8.92332,Eschenbach,20
150161,Oberengstringen,m,47.4086394,8.462976,Oberengstringen,20
150163,Wallisellen,m,47.4134998,8.5916082,Wallisellen,20
150164,Bassersdorf,mm,47.4422909,8.6298002,Bassersdorf,20
150168,Langnau a. A.,m,47.2911414,8.5376553,Langnau am Albis,20
150169,Dietlikon - Brunnenwiese,m,47.4191512,8.6216426,Dietlikon,20
150170,Ebmatingen,m,47.350978,8.6432014,Ebmatingen,20
150177,Zollikon - Dorf,m,47.3377789,8.5760777,Zollikon,20
150178,Jona - Stadttor,m,47.2314638,8.8373964,Jona,20
150179,Uznach - Frohsinn,mm,47.2264591,8.9806843,Uznach,20
150180,Niederhasli,m,47.479847,8.485262,Niederhasli,20
150181,Hombrechtikon,m,47.2517184,8.7694304,Hombrechtikon,20
150182,Gossau ZH,m,47.3065422,8.7558044,Gossau ZH,20
150183,Zürich - Leimbach Sihlbogen,m,47.3362301,8.5189546,Zürich,20
150184,Zürich - Hauptbahnhof,m,47.37744,8.5394,Zürich,20
150185,Erlenbach - Erlibacher Märt,m,47.3070068,8.5904643,Erlenbach ZH,20
150187,Niederurnen,m,47.1284992,9.0559104,Niederurnen,20
150188,Rapperswil - Zentrum,m,47.2258032,8.818166,Rapperswil SG,20
150189,Birmensdorf,m,47.3541611,8.4367541,Birmensdorf ZH,20
150190,Zumikon,mm,47.3364667,8.6193207,Zumikon,20
150193,Zürich - Airport,mm,47.4502749,8.5626585,Kloten,20
150197,Männedorf,m,47.2529296,8.6959795,Männedorf,20
150198,Schlieren - Zentrum,m,47.3986438,8.4468471,Schlieren,20
150201,Zürich - Altstetten Neumarkt,mmm,47.3882886,8.4875256,Zürich,20
150202,Zürich - City,mmm,47.375286,8.536137,Zürich,20
150203,Bülach Süd,mmm,47.510067,8.540387,Bülach,20
150251,Uster - Illuster,mmm,47.349891,8.7152446,Uster,20
150252,Wädenswil,mmm,47.2290738,8.6675403,Wädenswil,20
150303,Zürich - Bahnhof Enge,m,47.3638859,8.5310653,Zürich,20
150307,Dietikon Silbern,mm,47.419937,8.393975,Dietikon,20
150312,Zürich - Schaffhauserplatz,m,47.392636,8.5384895,Zürich,20
150319,Zürich - Toblerplatz,m,47.3795452,8.5593819,Zürich,20
150326,Zürich - Wipkingen,m,47.3938846,8.5291765,Zürich,20
150327,Zürich - Albisriederplatz,m,47.3792702,8.5086822,Zürich,20
150329,Schindellegi,m,47.1756607,8.7133184,Schindellegi,20
150330,Näfels,m,47.0936714,9.05966,Näfels,20
150360,Zürich - Altstetten M-Express,m,47.39148,8.487461,Zürich,20
150361,Zürich - HB Sihlquai,m,47.3785227,8.5357604,Zürich,20
150362,Daily Zürich-Zollstrasse,m,47.3798176,8.5369492,Zürich,20
150665,Zürich - Brunaupark,mm,47.3582422,8.5180694,Zürich,20
150670,Wallisellen - Glattzentrum,mmm,47.4084534,8.5960556,Wallisellen,20
150801,VOI Zürich - Grünau,voi,47.3963402,8.4863988,Zürich,20
150802,VOI Buchs ZH,voi,47.4563902,8.4396784,Buchs,20
150803,VOI Horgen,voi,47.2548701,8.6119618,Horgen,20
150804,VOI Zürich - In der Ey,voi,47.3705108,8.4928295,Zürich,20
150805,VOI Zürich - Paradies,voi,47.3347241,8.5294762,Zürich,20
150806,VOI Geroldswil,voi,47.4215795,8.4117228,Geroldswil,20
150807,VOI Siebnen,voi,47.1753754,8.9004331,Siebnen,20
150808,VOI Rümlang,voi,47.4497963,8.5315694,Rümlang,20
150809,VOI Zürich - Leimbach,voi,47.3297396,8.5153194,Zürich,20
150810,VOI Schwerzenbach,voi,47.3851497,8.6589504,Schwerzenbach,20
150812,VOI Zürich - Hönggerstrasse,voi,47.3952404,8.5184213,Zürich,20
150813,VOI Kilchberg,voi,47.3245116,8.5480624,Kilchberg ZH,20
150814,Zürich - Albisriederstrasse,voi,47.3780898,8.493271,Zürich,20
150815,VOI Wallisellen,voi,47.41978,8.597648,Wallisellen,20
150816,VOI Bonstetten,voi,47.325294,8.472362,Bonstetten,20
150817,VOI Obfelden,voi,47.264569,8.430915,Obfelden,20
